condition,case_id,boundary_case_index,boundary_current_A,boundary_current_density_A_cm2,current_A,current_density_command_A_cm2,egr_fraction_cmd,air_flow_scale,cathode_flow_nlpm_cmd,V_cell_sim,P_stack_sim_W,pO2_stack_kPa,p_stack_internal_kPa,T_stack_C,Q_net_stack_W,Q_gen_W,Q_cool_W,Q_amb_W,Q_gas_W,lambda_O2_actual,lambda_O2_final_sample,lambda_O2_window_min,lambda_O2_window_max,lambda_O2_window_range,m_ca_in_actual_kg_s,m_ca_in_final_sample_kg_s,ca_in_flowing_fraction_30s,dV_cell_30s,dp_stack_internal_30s_kPa,is_dynamic_stable,m_bench_air_in_kg_s,m_egr_return_kg_s,m_bench_out_kg_s,m_separator_gas_kg_s,alpha_EGR_actual,dq60_speed_rpm,dq60_flow_lpm,dq60_dp_kPa,dq60_pressure_ratio,dq60_power_W,dq60_map_flow_clamped,p_dq60_in_kPa,T_dq60_in_C,p_dq60_out_kPa,T_dq60_out_C,T_ca_in_C,p_ca_in_kPa,xO2_ca_in,pO2_ca_in_kPa,RH_ca_in,T_separator_C,liquid_drain_separator_kg_s,coolant_flow_L_min,coolant_inlet_temp_C,coolant_outlet_temp_C,h_cool_effective_W_K,solve_status,pO2_ca_in_target_kPa,pO2_ca_in_target_error_kPa,abs_pO2_error_kPa,pressure_order_ok,dq60_speed_min_flow_lpm,dq60_speed_max_flow_lpm,dq60_speed_flow_in_grid,condition_target,current_density_target_A_cm2,pO2_ca_in_noEGR_kPa,air_flow_control,lookup_quality,thermal_ok,humidity_ok,pO2_target_ok,oxygen_ok,dq60_operating_map_ok,selection_score,study_type,dq60_global_map_ok,normal_operation_ok,risk_label
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0,1,49.7,0.792781071555895,482.010891505984,18.1876741977399,136.251754672572,61.7878952013146,-270.86844668719,280.421108494016,217.990648990625,331.096474180765,2.20243200981519,3.10657085504005,3.1104893259994,3.10149440268218,3.1104893259994,0.00899492331721818,0.000724476123550796,0.000725389940998826,1,0.000579443510748567,0.0146508971588162,1,0.00107103500000001,0,0.000689810674991318,0,0,3000,57.0499440999394,28.9999999999993,1.25817939016247,39.0963808647117,1,112.325,58.8999999999999,141.325,95.2217555982534,58.8999999999999,141.325,0.187025321958766,26.4313536258225,0.800000000000002,64.7878952013146,0,5.5,61.6,60.6,1160.17145443547,no_egr_reference,26.4313536258225,0,0,1,80,450,0,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,good,1,1,1,1,0,NaN,constant_pO2_DQ60_speed_flow,0,0,dq60_map_boundary
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.05,1.5,74.55,0.797764153604987,485.040605391832,18.9825031345693,136.971092007757,61.7852403240833,-271.066075951811,277.391394608168,214.920879861026,331.072584238268,2.46400646068421,3.45784297213371,3.46276492498125,3.45146705948256,3.46276492498125,0.0112978654986939,0.000811536552691045,0.000812686975971738,1,0.000581602430791639,0.0121311622190774,1,0.0016065525,3.88358897192993e-05,0.000737881904666687,3.88358897192993e-05,0.05,3000,85.65305250866,28.4346947490713,1.25314662585474,57.6124584232676,0,112.325,59.0422786232498,140.759694749072,94.7247908825454,58.8999999999999,140.759694749072,0.185750542455151,26.1461896554615,0.802984229953806,64.7852403240833,0,5.5,61.6,60.6,1160.22729351516,near_target_review_DQ60_boundary,26.4313536258225,-0.285163970360998,0.285163970360998,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,review,1,1,0,1,1,0.315163970360998,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.1,1.5,74.55,0.797181353586317,484.686262980481,18.827323059146,136.954146617171,61.7855169048227,-271.038926220321,277.745737019519,215.240666494061,331.075072921929,2.46892382385107,3.44287593272038,3.44771820030064,3.43660298957727,3.44771820030064,0.0111152107233652,0.000813466457806832,0.000814601337957931,1,0.000580801825393218,0.0117995619839348,1,0.0016065525,7.78259790087322e-05,0.00070043381107859,7.78259790087322e-05,0.1,3000,85.7324221482876,28.4267577849202,1.25307596514731,57.62236248846,0,112.325,59.1851356363199,140.751757784921,94.8737820181726,58.8999999999999,140.751757784921,0.18441621620092,25.9569065943234,0.809188266613287,64.7855169048227,0,5.5,61.6,60.6,1160.22131082777,best_effort_unreachable_with_DQ60_map,26.4313536258225,-0.474447031499079,0.474447031499079,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,0.504447031499079,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.15,1.5,74.55,0.796557232579432,484.306797408295,18.6629974039943,136.936930120073,61.7858137613495,-271.010371089492,278.125202591706,215.583897787456,331.077744059567,2.47393183417442,3.42673211808957,3.43149083409435,3.42056715118684,3.43149083409435,0.0109236829075159,0.000815426300074853,0.000816545244129024,1,0.000579912794454684,0.0114624309826752,1,0.0016065525,0.000116973842256649,0.000662851772787675,0.000116973842256649,0.15,3000,85.8131054558863,28.4186894538432,1.25300413491575,57.6321097001606,0,112.325,59.3285856938621,140.743689453844,95.0232690498614,58.8999999999999,140.743689453844,0.183017120521214,25.7585047753745,0.815457999942864,64.7858137613495,0,5.5,61.6,60.6,1160.21491746249,best_effort_unreachable_with_DQ60_map,26.4313536258225,-0.672848850448041,0.672848850448041,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,0.702848850448041,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.2,1.5,74.55,0.795887247517464,483.899446490618,18.4886660340621,136.919430863096,61.7861328676152,-270.979950759094,278.532553509382,215.952855368947,331.080615407552,2.47903349197739,3.40929280931591,3.41396375390594,3.40324128346256,3.41396375390594,0.0107224704433793,0.000817416660736531,0.000818519256083314,1,0.000578921622080175,0.011119540626197,1,0.0016065525,0.000156283131440379,0.000625132525761515,0.000156283131440379,0.2,3000,85.8951918381675,28.4104808151662,1.25293105556362,57.6416854835362,0,112.325,59.4726439414194,140.735480815167,95.1732580961596,58.8999999999999,140.735480815167,0.18154738234971,25.5501581457214,0.82179518464622,64.7861328676152,0,5.5,61.6,60.6,1160.2080714482,best_effort_unreachable_with_DQ60_map,26.4313536258225,-0.881195480101162,0.881195480101162,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,0.911195480101162,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.25,1.5,74.55,0.795166162714235,483.461026930255,18.3033570076479,136.90163626954,61.7864766491517,-270.947311195502,278.970973069745,216.35034337522,331.083708788589,2.48423210143899,3.3904234787857,3.39500203500082,3.38449137333571,3.39500203500082,0.0105106616651058,0.000819438095335124,0.000820523909047273,1,0.000577812355618268,0.0107706580363924,1,0.0016065525,0.000195757567634771,0.000587272702904313,0.000195757567634771,0.25,3000,85.9787811350154,28.4021218848984,1.25285663820608,57.6510733575975,0,112.325,59.6173260418839,140.727121884899,95.3237546123778,58.8999999999999,140.727121884899,0.180000373129445,25.3309344487147,0.828201643898587,64.7864766491517,0,5.5,61.6,60.6,1160.20072410916,best_effort_unreachable_with_DQ60_map,26.4313536258225,-1.10041917710786,1.10041917710786,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,1.13041917710786,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.3,1.5,74.55,0.794387912637458,482.987850883574,18.1059678710961,136.883532714898,61.7868479788749,-270.912115548882,279.444149116426,216.779683372283,331.087050052185,2.48953124083995,3.36997112085508,3.37445222133524,3.36416499872834,3.37445222133524,0.0102872226069075,0.00082149112420639,0.000822559701877117,1,0.000576566014813817,0.0104155415856724,1,0.0016065525,0.000235400929509372,0.000549268835521869,0.000235400929509372,0.3,3000,86.0639853082679,28.3936014668531,1.25278078316646,57.6602546154644,0,112.325,59.7626481910696,140.718601466853,95.474763208134,58.8999999999999,140.718601466853,0.178368582704001,25.0997775037318,0.834679271541808,64.7868479788749,0,5.5,61.6,60.6,1160.1928191978,best_effort_unreachable_with_DQ60_map,26.4313536258225,-1.33157612209074,1.33157612209074,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,1.36157612209074,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.35,1.725,85.7325,0.790283812664793,480.492558100194,17.4381145020212,136.351825465333,61.7891539626807,-270.913828511776,281.939441899806,219.446481179654,331.107803940696,2.29898529123139,3.10942225840508,3.11389489726035,3.103127578986,3.11389489726035,0.0107673182743553,0.000758080398719532,0.000759150160646815,1,0.000600758743485863,0.0093986114337099,1,0.00184753537499999,0.000252446939051796,0.000468830029667622,0.000252446939051796,0.35,3000,98.9574757502736,27.1042524226161,1.2413020469617,63.5054539029792,0,112.325,59.7047611137286,139.429252422617,93.9068160283056,58.8999999999999,139.429252422617,0.178342420138974,24.8661503152173,0.827180946056337,64.7891539626806,0,5.5,61.6,60.6,1160.14741679044,best_effort_unreachable_with_DQ60_map,26.4313536258225,-1.56520331060523,1.56520331060523,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,1.59970331060523,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.4,1.725,85.7325,0.789548937208398,480.045753822706,17.2616070896784,136.336919548845,61.7894867241165,-270.858908828394,282.386246177294,219.831167548774,331.110797695226,2.30318976168798,3.09213101914915,3.09652581693262,3.0864504079707,3.09652581693262,0.0100754089619128,0.000759710853408801,0.000760768218658055,1,0.000601606636857488,0.0086195750765512,1,0.00184753537499999,0.000289029068700817,0.000433543603051225,0.000289029068700817,0.4,3000,99.0403437459636,27.0959656223097,1.24122827175966,63.5097012132392,0,112.325,59.8214319367669,139.42096562231,94.0257743168689,58.8999999999999,139.42096562231,0.176883957458502,24.66133215196,0.83273550300615,64.7894867241165,0,5.5,61.6,60.6,1160.14020810029,best_effort_unreachable_with_DQ60_map,26.4313536258225,-1.77002147386254,1.77002147386254,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,1.80452147386254,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.45,1.725,85.7325,0.788763832812915,479.568410350253,17.0753708931362,136.321790791788,61.7898418596698,-270.799580141677,282.863589649748,220.241717507909,331.113992728632,2.30745955488428,3.07364130135186,3.07795284962766,3.06805411765658,3.07795284962766,0.00989873197107416,0.000761361194883454,0.000762405538048142,1,0.000600626479958177,0.00830476979527361,1,0.00184753537499999,0.000325747648739203,0.000398136015125693,0.000325747648739203,0.449999999999999,3000,99.1246449344692,27.0875355026177,1.24115322062366,63.513709623138,0,112.325,59.9385544989323,139.412535502618,94.1450556798274,58.8999999999999,139.412535502618,0.175357588760968,24.447046068792,0.838338743023235,64.7898418596698,0,5.5,61.6,60.6,1160.13253289345,best_effort_unreachable_with_DQ60_map,26.4313536258225,-1.98430755703053,1.98430755703053,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,2.01880755703053,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
constant_pO2_DQ60_speed_flow,j0.10_boundary_038A,1,38,0.1,38,0.1,0.5,1.725,85.7325,0.787923114957271,479.057253894021,16.8785552932083,136.306429925782,61.7902310707716,-270.746241448856,283.374746105979,220.69169009678,331.117494561772,2.31180289628288,3.05384085322586,3.05806484066891,3.04836822199133,3.05806484066891,0.00969661867758331,0.000763031041316511,0.000764062072291918,1,0.000599340248629177,0.00802039192819848,1,0.00184753537499999,0.00036260476541579,0.00036260476541579,0.00036260476541579,0.5,3000,99.2104763270484,27.0789523624124,1.24107680718714,63.5174596522086,0,112.325,60.0561396480046,139.403952362413,94.2646604733795,58.8999999999999,139.403952362413,0.173757559997166,24.222490616454,0.843991804101482,64.7902310707715,0,5.5,61.6,60.6,1160.12431198375,best_effort_unreachable_with_DQ60_map,26.4313536258225,-2.20886300936856,2.20886300936856,1,80,450,1,pO2_ca_in,0.1,26.4313536258225,solved_flow_and_DQ60_speed,coarse_grid,1,1,0,1,1,2.24336300936856,constant_pO2_DQ60_speed_flow,1,0,pO2_target_miss
